,Order Date,Row ID,Order ID,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,prof_cat,unit_price,unit_profit,clusters
10,2/1/2020,1341,CA-2017-113481,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,28540,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828,profit loss,173.925,-6.957,1
11,2/1/2020,1342,CA-2017-113481,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5,0.7,-12.528,profit loss,0.9396,-0.75168,1
12,2/1/2020,1343,CA-2017-113481,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854,6,0.7,-21.1596,profit loss,1.4427,-1.05798,1
13,2/1/2020,8361,CA-2017-147207,Second Class,TS-21655,Consumer,United States,El Paso,Texas,79907,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,31.744,2,0.2,3.968,low profit,12.6976,1.5872,1
14,2/1/2020,8362,CA-2017-147207,Second Class,TS-21655,Consumer,United States,El Paso,Texas,79907,Central,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,5.432,2,0.8,-13.58,profit loss,0.5432,-1.358,1
15,2/1/2020,8363,CA-2017-147207,Second Class,TS-21655,Consumer,United States,El Paso,Texas,79907,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",913.43,5,0.3,-169.637,profit loss,127.8802,-23.74918,1
16,2/1/2020,8364,CA-2017-147207,Second Class,TS-21655,Consumer,United States,El Paso,Texas,79907,Central,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",372.144,3,0.2,27.9108,low profit,99.2384,7.44288,1
17,2/1/2020,9686,CA-2017-118668,Second Class,FW-14395,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,16.59,1,0,5.8065,low profit,16.59,5.8065,1
18,3/1/2020,5258,US-2017-114034,Standard Class,DL-13315,Consumer,United States,Rancho Cucamonga,California,91730,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,38.88,6,0,18.6624,low profit,6.48,3.1104,1
19,3/1/2020,9491,CA-2017-111738,Standard Class,CM-12385,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,2022.272,8,0.2,682.5168,high profit,202.2272,68.25168,1
20,3/1/2020,9492,CA-2017-111738,Standard Class,CM-12385,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,9.12,3,0,3.1008,low profit,3.04,1.0336,1
21,6/1/2020,4937,CA-2017-150931,Standard Class,DP-13390,Home Office,United States,Tuscaloosa,Alabama,35401,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0,15.5204,low profit,4.82,2.2172,3
22,7/1/2020,978,CA-2017-159366,First Class,BW-11110,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996,high profit,1376.9919,305.9982,4
23,7/1/2020,2121,US-2017-168690,Standard Class,TS-21085,Consumer,United States,Ormond Beach,Florida,32174,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656,profit loss,0.2808,-0.19656,4
24,7/1/2020,7372,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,153.78,11,0,44.5962,low profit,13.98,4.0542,4
25,7/1/2020,7373,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,61.02,3,0,0.6102,low profit,20.34,0.2034,4
26,7/1/2020,7374,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,110.11,7,0,31.9319,low profit,15.73,4.5617,4
27,7/1/2020,7375,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,7.89,1,0,3.5505,low profit,7.89,3.5505,4
28,8/1/2020,2290,CA-2017-115154,First Class,RS-19420,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2,0,80.3682,medium profit,446.49,40.1841,4
29,9/1/2020,7221,CA-2017-154760,Standard Class,BP-11290,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,274.491,3,0.7,-228.7425,profit loss,27.4491,-22.87425,0
30,12/1/2020,1846,US-2017-158512,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0,19.2384,low profit,6.68,3.2064,2
31,12/1/2020,1847,US-2017-158512,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0,15.8256,low profit,18.84,7.9128,2
32,12/1/2020,5900,CA-2017-108000,Standard Class,LS-16945,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,9.78,1,0,4.89,low profit,9.78,4.89,2
33,12/1/2020,8641,US-2017-148551,Standard Class,DB-13120,Corporate,United States,Dallas,Texas,75217,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,760.98,5,0.8,-1141.47,profit loss,30.4392,-45.6588,2
34,1/13/2020,6619,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5,0,15.552,low profit,6.48,3.1104,1
35,1/13/2020,6620,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,209.94,6,0,54.5844,low profit,34.99,9.0974,1
36,1/13/2020,6621,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0,83.281,medium profit,832.81,16.6562,1
37,1/13/2020,6622,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",212.94,3,0,53.235,low profit,70.98,17.745,1
38,1/14/2020,1183,CA-2017-138779,First Class,RB-19570,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386,low profit,17.3952,5.87088,1
39,1/14/2020,1184,CA-2017-138779,First Class,RB-19570,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.693,low profit,1.2672,0.11088,1
40,1/14/2020,4165,US-2017-106131,First Class,TP-21565,Corporate,United States,Aurora,Colorado,80013,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,169.064,7,0.2,-14.7931,profit loss,19.3216,-1.69064,1
41,1/14/2020,4166,US-2017-106131,First Class,TP-21565,Corporate,United States,Aurora,Colorado,80013,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,168.624,9,0.2,14.7546,low profit,14.9888,1.31152,1
42,1/14/2020,4910,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.6468,low profit,4.8896,1.77248,1
43,1/14/2020,4911,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.288,7,0.2,12.7008,low profit,4.1472,1.45152,1
44,1/14/2020,4912,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.999,low profit,44.7936,2.7996,1
45,1/14/2020,4913,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5,0.7,-4.577,profit loss,0.3582,-0.27462,1
46,1/14/2020,4914,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,2,0.7,-1.8392,profit loss,0.3762,-0.27588,1
47,1/14/2020,6980,CA-2017-149076,Standard Class,SO-20335,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,154.9,5,0,69.705,low profit,30.98,13.941,1
48,1/14/2020,9859,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0,17.524,low profit,13.48,3.5048,1
49,1/14/2020,9860,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,2.52,2,0,0.1008,low profit,1.26,0.0504,1
50,1/14/2020,9861,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0,1.356,low profit,16.95,0.339,1
51,1/14/2020,9862,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,18.76,2,0,5.2528,low profit,9.38,2.6264,1
52,1/14/2020,9863,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,12.12,4,0,2.5452,low profit,3.03,0.6363,1
53,1/14/2020,9864,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,0,5.5566,low profit,11.34,5.5566,1
54,1/14/2020,9865,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.8,4,0,70.312,low profit,39.95,17.578,1
55,1/14/2020,9866,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0,8.532,low profit,9.48,4.266,1
56,1/15/2020,2767,CA-2017-167752,First Class,RW-19690,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,1,0.2,3.8682,low profit,27.5072,3.09456,1
57,1/15/2020,2768,CA-2017-167752,First Class,RW-19690,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8,0.2,312.676,high profit,192.416,31.2676,1
58,1/15/2020,3954,CA-2017-152961,Standard Class,SC-20095,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0,5.842,low profit,6.35,2.921,1
59,1/15/2020,5068,CA-2017-160934,Standard Class,TT-21460,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0,6.206,low profit,4.28,1.2412,1
60,1/15/2020,6384,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,0.8,-52.4544,profit loss,1.6392,-2.62272,1
61,1/15/2020,6385,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,low profit,19.1936,5.75808,1
62,1/15/2020,6386,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,0.2,13.3008,low profit,6.2592,1.33008,1
63,1/15/2020,6387,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,0.8,-6.6278,profit loss,0.8552,-1.32556,1
64,1/16/2020,5272,CA-2017-125913,Same Day,JO-15145,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,4,0,8.0968,low profit,6.98,2.0242,1
65,1/16/2020,5273,CA-2017-125913,Same Day,JO-15145,Corporate,United States,Los Angeles,California,90008,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877,profit loss,45.6768,-1.71288,1
66,1/16/2020,6521,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96,4,0,2504.2216,high profit,1360.99,626.0554,1
67,1/16/2020,6522,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,0,72.6408,low profit,100.89,24.2136,1
68,1/16/2020,6523,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7,0,25.2315,low profit,8.01,3.6045,1
69,1/19/2020,1885,CA-2017-154718,Second Class,DL-12865,Consumer,United States,Keller,Texas,76248,Central,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6,2,0.2,2.1,low profit,2.4,0.84,1
70,1/19/2020,9116,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,429.6,2,0.4,-93.08,profit loss,128.88,-27.924,1
71,1/19/2020,9117,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,31.968,2,0.2,6.3936,low profit,12.7872,2.55744,1
72,1/19/2020,9118,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,887.271,3,0.3,-63.3765,profit loss,207.0299,-14.78785,1
73,1/19/2020,9119,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,21.696,4,0.2,7.0512,low profit,4.3392,1.41024,1
74,1/19/2020,9387,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,79.92,4,0,37.5624,low profit,19.98,9.3906,1
75,1/19/2020,9388,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,12.28,1,0,5.7716,low profit,12.28,5.7716,1
76,1/19/2020,9389,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0,152.0232,high profit,180.98,50.6744,1
77,1/19/2020,9390,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2.04,1,0,0.9588,low profit,2.04,0.9588,1
78,1/20/2020,440,CA-2017-157252,Second Class,CV-12805,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094,low profit,62.3538,0.69282,1
79,1/20/2020,1659,CA-2017-161809,Standard Class,TH-21100,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3,0.2,10.0485,low profit,42.8736,2.6796,1
80,1/20/2020,2408,CA-2017-144589,Standard Class,TM-21010,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2,5,0,7.986,low profit,4.84,1.5972,1
81,1/20/2020,2409,CA-2017-144589,Standard Class,TM-21010,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,3,0.2,130.4913,medium profit,95.9936,34.79768,1
82,1/20/2020,5425,US-2017-120649,Standard Class,JF-15490,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2,0,1.0208,low profit,1.76,0.5104,1
83,1/20/2020,7408,CA-2017-152079,First Class,ML-17410,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5,0.2,4.176,low profit,1.8432,0.66816,1
84,1/21/2020,733,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176,low profit,80.98,3.2392,1
85,1/21/2020,734,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0,86.3856,medium profit,59.99,28.7952,1
86,1/21/2020,735,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696,6,0.2,33.6474,low profit,13.2928,4.48632,1
87,1/21/2020,736,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284,low profit,5.5872,1.88568,1
88,1/21/2020,737,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0,18.6956,low profit,84.98,18.6956,1
89,1/21/2020,738,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552,low profit,2.9952,1.04832,1
90,1/21/2020,1096,CA-2017-160423,Standard Class,PS-19045,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208,7,0.2,30.4682,low profit,39.7952,3.48208,1
91,1/21/2020,1097,CA-2017-160423,Standard Class,PS-19045,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7,0.7,-28.6272,profit loss,1.5336,-1.22688,1
92,1/21/2020,2680,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,14.4,5,0,7.056,low profit,2.88,1.4112,1
93,1/21/2020,2681,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.591,medium profit,123.99,22.3182,1
94,1/21/2020,2682,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,4,0,42.0744,low profit,22.38,10.5186,1
95,1/21/2020,2683,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,3,0.1,152.0883,high profit,105.2919,45.62649,1
96,1/21/2020,2684,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,1,0,49.497,low profit,164.99,49.497,1
97,1/21/2020,9745,CA-2017-141782,Standard Class,BE-11410,Consumer,United States,Aurora,Illinois,60505,Central,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,268.576,4,0.2,90.6444,medium profit,53.7152,18.12888,1
98,1/22/2020,516,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0,1379.977,high profit,599.99,275.9954,1
99,1/22/2020,517,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0,13.8915,low profit,17.15,4.6305,1
100,1/22/2020,518,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,0,5.382,low profit,5.98,2.691,1
101,1/22/2020,519,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0,56.301,low profit,375.34,18.767,1
102,1/22/2020,7984,CA-2017-152499,Second Class,EH-13765,Corporate,United States,Chicago,Illinois,60623,Central,OFF-FA-10002975,Office Supplies,Fasteners,Staples,15.12,5,0.2,4.914,low profit,2.4192,0.78624,1
103,1/22/2020,7985,CA-2017-152499,Second Class,EH-13765,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.872,3,0.2,0.8856,low profit,2.0992,0.23616,1
104,1/23/2020,523,CA-2017-145142,First Class,MC-17605,Corporate,United States,Detroit,Michigan,48234,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0,21.098,low profit,105.49,10.549,1
105,1/23/2020,6357,CA-2017-139080,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5,0.2,6.888,low profit,3.1488,1.10208,1
106,1/23/2020,6358,CA-2017-139080,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92,4,0,12.4416,low profit,6.48,3.1104,1
107,1/23/2020,6359,CA-2017-139080,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.48,1,0,3.1104,low profit,6.48,3.1104,1
