,Order Date,Row ID,Order ID,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,prof_cat,unit_price,unit_profit,clusters
10,2020-02-01,1341,CA-2017-113481,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,28540,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828,profit loss,695.7,-27.828,2
11,2020-02-01,1342,CA-2017-113481,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5,0.7,-12.528,profit loss,10.44,-8.352,2
12,2020-02-01,1343,CA-2017-113481,First Class,AS-10045,Corporate,United States,Jacksonville,North Carolina,28540,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854,6,0.7,-21.1596,profit loss,16.029999999999998,-11.755333333333333,2
13,2020-02-01,8361,CA-2017-147207,Second Class,TS-21655,Consumer,United States,El Paso,Texas,79907,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,31.744,2,0.2,3.968,low profit,19.84,2.48,2
14,2020-02-01,8362,CA-2017-147207,Second Class,TS-21655,Consumer,United States,El Paso,Texas,79907,Central,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,5.432,2,0.8,-13.58,profit loss,13.580000000000004,-33.95000000000001,2
15,2020-02-01,8363,CA-2017-147207,Second Class,TS-21655,Consumer,United States,El Paso,Texas,79907,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",913.43,5,0.3,-169.637,profit loss,260.98,-48.46771428571429,2
16,2020-02-01,8364,CA-2017-147207,Second Class,TS-21655,Consumer,United States,El Paso,Texas,79907,Central,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",372.144,3,0.2,27.9108,low profit,155.06,11.629499999999998,2
17,2020-02-01,9686,CA-2017-118668,Second Class,FW-14395,Corporate,United States,Los Angeles,California,90032,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,16.59,1,0.0,5.8065,low profit,16.59,5.8065,2
18,2020-03-01,5258,US-2017-114034,Standard Class,DL-13315,Consumer,United States,Rancho Cucamonga,California,91730,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,38.88,6,0.0,18.6624,low profit,6.48,3.1104000000000003,2
19,2020-03-01,9491,CA-2017-111738,Standard Class,CM-12385,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,2022.272,8,0.2,682.5168,high profit,315.98,106.64325,2
20,2020-03-01,9492,CA-2017-111738,Standard Class,CM-12385,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,9.12,3,0.0,3.1008,low profit,3.04,1.0336,2
21,2020-06-01,4937,CA-2017-150931,Standard Class,DP-13390,Home Office,United States,Tuscaloosa,Alabama,35401,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0.0,15.5204,low profit,4.82,2.2172,4
22,2020-07-01,978,CA-2017-159366,First Class,BW-11110,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996,high profit,1699.99,377.7755555555555,0
23,2020-07-01,2121,US-2017-168690,Standard Class,TS-21085,Consumer,United States,Ormond Beach,Florida,32174,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656,profit loss,3.119999999999999,-2.184,0
24,2020-07-01,7372,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,153.78,11,0.0,44.5962,low profit,13.98,4.054200000000001,0
25,2020-07-01,7373,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,61.02,3,0.0,0.6102,low profit,20.34,0.2034,0
26,2020-07-01,7374,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,110.11,7,0.0,31.9319,low profit,15.73,4.5617,0
27,2020-07-01,7375,US-2017-123862,Second Class,JF-15190,Consumer,United States,Long Beach,California,90805,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,7.89,1,0.0,3.5505,low profit,7.89,3.5505,0
28,2020-08-01,2290,CA-2017-115154,First Class,RS-19420,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,2,0.0,80.3682,medium profit,446.49,40.1841,0
29,2020-09-01,7221,CA-2017-154760,Standard Class,BP-11290,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,274.491,3,0.7,-228.7425,profit loss,304.98999999999995,-254.1583333333333,1
30,2020-12-01,1846,US-2017-158512,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.2384,low profit,6.68,3.2064,3
31,2020-12-01,1847,US-2017-158512,Second Class,DA-13450,Home Office,United States,Washington,District of Columbia,20016,East,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0.0,15.8256,low profit,18.84,7.9128,3
32,2020-12-01,5900,CA-2017-108000,Standard Class,LS-16945,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,9.78,1,0.0,4.89,low profit,9.78,4.89,3
33,2020-12-01,8641,US-2017-148551,Standard Class,DB-13120,Corporate,United States,Dallas,Texas,75217,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,760.98,5,0.8,-1141.47,profit loss,760.9800000000001,-1141.4700000000005,3
34,2020-01-13,6619,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5,0.0,15.552,low profit,6.48,3.1104,2
35,2020-01-13,6620,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,209.94,6,0.0,54.5844,low profit,34.99,9.0974,2
36,2020-01-13,6621,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164.05,5,0.0,83.281,medium profit,832.8100000000001,16.656200000000002,2
37,2020-01-13,6622,US-2017-167402,Second Class,CP-12085,Corporate,United States,Springfield,Missouri,65807,Central,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",212.94,3,0.0,53.235,low profit,70.98,17.745,2
38,2020-01-14,1183,CA-2017-138779,First Class,RB-19570,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386,low profit,27.18,9.17325,2
39,2020-01-14,1184,CA-2017-138779,First Class,RB-19570,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.693,low profit,1.98,0.17325,2
40,2020-01-14,4165,US-2017-106131,First Class,TP-21565,Corporate,United States,Aurora,Colorado,80013,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,169.064,7,0.2,-14.7931,profit loss,30.189999999999998,-2.641625,2
41,2020-01-14,4166,US-2017-106131,First Class,TP-21565,Corporate,United States,Aurora,Colorado,80013,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,168.624,9,0.2,14.7546,low profit,23.42,2.04925,2
42,2020-01-14,4910,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.6468,low profit,7.639999999999999,2.7694999999999994,2
43,2020-01-14,4911,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.288,7,0.2,12.7008,low profit,6.479999999999999,2.268,2
44,2020-01-14,4912,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,0.2,6.999,low profit,69.99,4.374375,2
45,2020-01-14,4913,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5,0.7,-4.577,profit loss,3.979999999999999,-3.051333333333333,2
46,2020-01-14,4914,CA-2017-127306,Standard Class,BH-11710,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,2,0.7,-1.8392,profit loss,4.18,-3.065333333333333,2
47,2020-01-14,6980,CA-2017-149076,Standard Class,SO-20335,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,154.9,5,0.0,69.705,low profit,30.98,13.941,2
48,2020-01-14,9859,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0.0,17.524,low profit,13.48,3.5048000000000004,2
49,2020-01-14,9860,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,2.52,2,0.0,0.1008,low profit,1.26,0.0504,2
50,2020-01-14,9861,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0.0,1.356,low profit,16.95,0.339,2
51,2020-01-14,9862,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,18.76,2,0.0,5.2528,low profit,9.38,2.6264,2
52,2020-01-14,9863,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,12.12,4,0.0,2.5452,low profit,3.03,0.6363,2
53,2020-01-14,9864,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,0.0,5.5566,low profit,11.34,5.5566,2
54,2020-01-14,9865,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.8,4,0.0,70.312,low profit,39.95,17.578,2
55,2020-01-14,9866,CA-2017-113278,Standard Class,HR-14770,Home Office,United States,Richmond,Indiana,47374,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532,low profit,9.48,4.266,2
56,2020-01-15,2767,CA-2017-167752,First Class,RW-19690,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,1,0.2,3.8682,low profit,42.98,4.835249999999999,2
57,2020-01-15,2768,CA-2017-167752,First Class,RW-19690,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8,0.2,312.676,high profit,300.65,48.855625,2
58,2020-01-15,3954,CA-2017-152961,Standard Class,SC-20095,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0.0,5.842,low profit,6.35,2.921,2
59,2020-01-15,5068,CA-2017-160934,Standard Class,TT-21460,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0.0,6.206,low profit,4.279999999999999,1.2412,2
60,2020-01-15,6384,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,0.8,-52.4544,profit loss,40.98000000000001,-65.56800000000001,2
61,2020-01-15,6385,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,low profit,29.99,8.997,2
62,2020-01-15,6386,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,0.2,13.3008,low profit,9.78,2.07825,2
63,2020-01-15,6387,US-2017-104661,First Class,TB-21250,Consumer,United States,Austin,Texas,78745,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,0.8,-6.6278,profit loss,21.380000000000003,-33.139,2
64,2020-01-16,5272,CA-2017-125913,Same Day,JO-15145,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,4,0.0,8.0968,low profit,6.98,2.0242,2
65,2020-01-16,5273,CA-2017-125913,Same Day,JO-15145,Corporate,United States,Los Angeles,California,90008,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7,0.2,-14.9877,profit loss,71.37,-2.676375,2
66,2020-01-16,6521,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96,4,0.0,2504.2216,high profit,1360.99,626.0554,2
67,2020-01-16,6522,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,0.0,72.6408,low profit,100.89,24.2136,2
68,2020-01-16,6523,CA-2017-138289,Second Class,AR-10540,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7,0.0,25.2315,low profit,8.01,3.6045,2
69,2020-01-19,1885,CA-2017-154718,Second Class,DL-12865,Consumer,United States,Keller,Texas,76248,Central,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6.0,2,0.2,2.1,low profit,3.75,1.3125,2
70,2020-01-19,9116,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,429.6,2,0.4,-93.08,profit loss,358.00000000000006,-77.56666666666666,2
71,2020-01-19,9117,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,31.968,2,0.2,6.3936,low profit,19.98,3.996,2
72,2020-01-19,9118,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,887.271,3,0.3,-63.3765,profit loss,422.5100000000001,-30.179285714285715,2
73,2020-01-19,9119,CA-2017-153045,Second Class,NS-18505,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,21.696,4,0.2,7.0512,low profit,6.78,2.2035,2
74,2020-01-19,9387,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,79.92,4,0.0,37.5624,low profit,19.98,9.3906,2
75,2020-01-19,9388,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,12.28,1,0.0,5.7716,low profit,12.28,5.7716,2
76,2020-01-19,9389,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94,3,0.0,152.0232,high profit,180.98,50.6744,2
77,2020-01-19,9390,US-2017-127292,Standard Class,RM-19375,Consumer,United States,Burlington,Vermont,5408,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2.04,1,0.0,0.9588,low profit,2.04,0.9588,2
78,2020-01-20,440,CA-2017-157252,Second Class,CV-12805,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094,low profit,76.97999999999999,0.8553333333333334,2
79,2020-01-20,1659,CA-2017-161809,Standard Class,TH-21100,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3,0.2,10.0485,low profit,66.99000000000001,4.186875000000001,2
80,2020-01-20,2408,CA-2017-144589,Standard Class,TM-21010,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2,5,0.0,7.986,low profit,4.84,1.5972,2
81,2020-01-20,2409,CA-2017-144589,Standard Class,TM-21010,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,3,0.2,130.4913,medium profit,149.99,54.37137499999999,2
82,2020-01-20,5425,US-2017-120649,Standard Class,JF-15490,Consumer,United States,Waterbury,Connecticut,6708,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2,0.0,1.0208,low profit,1.76,0.5104,2
83,2020-01-20,7408,CA-2017-152079,First Class,ML-17410,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52,5,0.2,4.176,low profit,2.8799999999999994,1.044,2
84,2020-01-21,733,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.0,9.7176,low profit,80.98,3.2392,2
85,2020-01-21,734,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0.0,86.3856,medium profit,59.99,28.7952,2
86,2020-01-21,735,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696,6,0.2,33.6474,low profit,20.77,7.009874999999999,2
87,2020-01-21,736,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284,low profit,8.729999999999999,2.946375,2
88,2020-01-21,737,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0.0,18.6956,low profit,84.98,18.6956,2
89,2020-01-21,738,CA-2017-131954,Standard Class,DS-13030,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552,low profit,4.68,1.638,2
90,2020-01-21,1096,CA-2017-160423,Standard Class,PS-19045,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208,7,0.2,30.4682,low profit,62.18000000000001,5.44075,2
91,2020-01-21,1097,CA-2017-160423,Standard Class,PS-19045,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7,0.7,-28.6272,profit loss,17.04,-13.631999999999998,2
92,2020-01-21,2680,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,14.4,5,0.0,7.056,low profit,2.88,1.4112,2
93,2020-01-21,2681,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0.0,111.591,medium profit,123.99,22.3182,2
94,2020-01-21,2682,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52,4,0.0,42.0744,low profit,22.38,10.5186,2
95,2020-01-21,2683,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973,3,0.1,152.0883,high profit,129.99,56.329,2
96,2020-01-21,2684,CA-2017-127026,Standard Class,MH-18115,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,1,0.0,49.497,low profit,164.99,49.497,2
97,2020-01-21,9745,CA-2017-141782,Standard Class,BE-11410,Consumer,United States,Aurora,Illinois,60505,Central,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,268.576,4,0.2,90.6444,medium profit,83.93,28.326375,2
98,2020-01-22,516,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0.0,1379.977,high profit,599.99,275.9954,2
99,2020-01-22,517,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0.0,13.8915,low profit,17.150000000000002,4.6305000000000005,2
100,2020-01-22,518,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,0.0,5.382,low profit,5.98,2.691,2
101,2020-01-22,519,CA-2017-127432,Standard Class,AD-10180,Home Office,United States,Great Falls,Montana,59405,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0.0,56.301,low profit,375.34,18.767,2
102,2020-01-22,7984,CA-2017-152499,Second Class,EH-13765,Corporate,United States,Chicago,Illinois,60623,Central,OFF-FA-10002975,Office Supplies,Fasteners,Staples,15.12,5,0.2,4.914,low profit,3.78,1.2284999999999997,2
103,2020-01-22,7985,CA-2017-152499,Second Class,EH-13765,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.872,3,0.2,0.8856,low profit,3.28,0.369,2
104,2020-01-23,523,CA-2017-145142,First Class,MC-17605,Corporate,United States,Detroit,Michigan,48234,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0.0,21.098,low profit,105.49,10.549,2
105,2020-01-23,6357,CA-2017-139080,Standard Class,CS-12250,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5,0.2,6.888,low profit,4.92,1.7219999999999998,2
